seendate,title,url,domain,sourceCountry,language,snippet,date,ticker,text
20251128T014500Z,World News : Construction firm bosses held as blaze toll hits 83,https://www.gdnonline.com:443/Details/1369649/Construction-firm-bosses-held-as-blaze-toll-hits-83,gdnonline.com,,English,,2025-11-28,9988.HK,World News : Construction firm bosses held as blaze toll hits 83
20251128T014500Z,Hong Kong police arrest construction firm bosses over fire ; death toll hits 83 with scores missing,https://www.spokesman.com/stories/2025/nov/26/hong-kong-police-arrest-construction-firm-bosses-o/,spokesman.com,,English,,2025-11-28,9988.HK,Hong Kong police arrest construction firm bosses over fire ; death toll hits 83 with scores missing
20251128T014500Z,Hong Kong police arrest construction firm bosses over fire ; death toll hits 83 with scores missing,https://japantoday.com/category/world/hong-kong-police-arrest-construction-firm-bosses-over-fire-death-toll-hits-83-with-scores-missing,japantoday.com,,English,,2025-11-28,9988.HK,Hong Kong police arrest construction firm bosses over fire ; death toll hits 83 with scores missing
20251128T013000Z,Rep . Lisa C . McClain Sells Off Shares of Novo Nordisk A / S ( NYSE : NVO ) ,https://www.tickerreport.com/banking-finance/13270702/rep-lisa-c-mcclain-sells-off-shares-of-novo-nordisk-a-s-nysenvo-2.html,tickerreport.com,,English,,2025-11-28,9988.HK,Rep . Lisa C . McClain Sells Off Shares of Novo Nordisk A / S ( NYSE : NVO )
20251128T010000Z,Editorial | Community effort needed to help the survivors and those who lost loved ones in the Tai Po tragedy,https://www.scmp.com/opinion/comment/article/3334407/community-effort-needed-help-survivors-and-those-who-lost-loved-ones-tai-po-tragedy,scmp.com,,English,,2025-11-28,9988.HK,Editorial | Community effort needed to help the survivors and those who lost loved ones in the Tai Po tragedy
20251128T010000Z,Hong Kong nears end of search and rescue mission as tower fire toll rises to 94,https://www.straitstimes.com/asia/east-asia/hong-kong-police-arrest-construction-firm-bosses-over-fire-death-toll-hits-83-with-scores-missing,straitstimes.com,,English,,2025-11-28,9988.HK,Hong Kong nears end of search and rescue mission as tower fire toll rises to 94
20251128T001500Z,World News : Construction firm bosses held as blaze toll hits 83,https://www.gdnonline.com:443/Details/1369649,gdnonline.com,,English,,2025-11-28,9988.HK,World News : Construction firm bosses held as blaze toll hits 83
20251127T231500Z,Rep . Lisa C . McClain Buys NVIDIA Corporation ( NASDAQ : NVDA ) Shares,https://www.tickerreport.com/banking-finance/13270617/rep-lisa-c-mcclain-buys-nvidia-corporation-nasdaqnvda-shares.html,tickerreport.com,,English,,2025-11-27,9988.HK,Rep . Lisa C . McClain Buys NVIDIA Corporation ( NASDAQ : NVDA ) Shares
20251127T211500Z,Hong Kong fire : Death toll rises as rescuers use torches to comb burnt - out Tai Po towers,https://www.watoday.com.au/world/asia/hong-kong-fire-death-toll-rises-as-rescuers-use-torches-to-comb-burnt-out-towers-20251128-p5nj52.html,watoday.com.au,,English,,2025-11-27,9988.HK,Hong Kong fire : Death toll rises as rescuers use torches to comb burnt - out Tai Po towers
20251127T211500Z,Hong Kong police arrest construction firm bosses over fire ; death toll hits 83 with scores missing,https://cyprus-mail.com/2025/11/27/hong-kong-police-arrest-construction-firm-bosses-over-fire-death-toll-hits-83-with-scores-missing,cyprus-mail.com,,English,,2025-11-27,9988.HK,Hong Kong police arrest construction firm bosses over fire ; death toll hits 83 with scores missing
20251127T194500Z,Hong Kong police arrest construction firm bosses over fire ; death toll hits 75 with 300 missing,https://www.businesstimes.com.sg/international/hong-kong-police-arrest-construction-firm-bosses-over-fire-death-toll-hits-75-300-missing,businesstimes.com.sg,,English,,2025-11-27,9988.HK,Hong Kong police arrest construction firm bosses over fire ; death toll hits 75 with 300 missing
20251127T191500Z,HK construction firm bosses held as fire toll hits 83,https://www.merimbulanewsweekly.com.au/story/9122005/hk-construction-firm-bosses-held-as-fire-toll-hits-83/,merimbulanewsweekly.com.au,,English,,2025-11-27,9988.HK,HK construction firm bosses held as fire toll hits 83
20251127T181500Z,HK construction firm bosses held as fire toll hits 83,https://www.canberratimes.com.au/story/9122005/hk-construction-firm-bosses-held-as-fire-toll-hits-83/,canberratimes.com.au,,English,,2025-11-27,9988.HK,HK construction firm bosses held as fire toll hits 83
20251127T180000Z,HK construction firm bosses held as fire toll hits 83,https://www.singletonargus.com.au/story/9122005/hk-construction-firm-bosses-held-as-fire-toll-hits-83/,singletonargus.com.au,,English,,2025-11-27,9988.HK,HK construction firm bosses held as fire toll hits 83
20251127T180000Z,HK construction firm bosses held as fire toll hits 83,https://www.batemansbaypost.com.au/story/9122005/hk-construction-firm-bosses-held-as-fire-toll-hits-83/,batemansbaypost.com.au,,English,,2025-11-27,9988.HK,HK construction firm bosses held as fire toll hits 83
20251127T173000Z,HK construction firm bosses held as fire toll hits 75,https://www.crookwellgazette.com.au/story/9122005/hk-construction-firm-bosses-held-as-fire-toll-hits-75/,crookwellgazette.com.au,,English,,2025-11-27,9988.HK,HK construction firm bosses held as fire toll hits 75
20251127T164500Z,Rep . Lisa C . McClain Purchases Shares of FMC Corporation ( NYSE : FMC ) ,https://www.dailypolitical.com/2025/11/27/rep-lisa-c-mcclain-purchases-shares-of-fmc-corporation-nysefmc.html,dailypolitical.com,,English,,2025-11-27,9988.HK,Rep . Lisa C . McClain Purchases Shares of FMC Corporation ( NYSE : FMC )
20251127T163000Z,Jutarnji list - Broj poginulih u katastrofalnom požaru u Hong Kongu narastao na 75 osoba,https://www.jutarnji.hr/vijesti/svijet/pozar-hong-kong-nemar-gradjevinara-tragedija-15647129,jutarnji.hr,,Croatian,,2025-11-27,9988.HK,Jutarnji list - Broj poginulih u katastrofalnom požaru u Hong Kongu narastao na 75 osoba
20251127T143000Z,"65 killed , 300 still missing after deadliest fire in Hong Kong in seven decades ; three arrested All you need to know",https://www.livemint.com/news/world/65-killed-300-still-missing-after-deadliest-fire-in-hong-kong-in-seven-decades-three-arrested-all-you-need-to-know-11764246480287.html,livemint.com,,English,,2025-11-27,9988.HK,"65 killed , 300 still missing after deadliest fire in Hong Kong in seven decades ; three arrested All you need to know"
20251127T130000Z,"Hundreds still missing in deadly Hong Kong fire , police cite  grossly negligent  firm",https://www.thestar.com.my/aseanplus/aseanplus-news/2025/11/27/hundreds-still-missing-in-deadly-hong-kong-fire-police-cite-grossly-negligent-firm,thestar.com.my,,English,,2025-11-27,9988.HK,"Hundreds still missing in deadly Hong Kong fire , police cite  grossly negligent  firm"
20251127T113000Z,"עלה ל - 55 מניין ההרוגים בשריפה בהונג קונג , יותר מ - 300 נעדרים",https://13tv.co.il/item/news/abroad/otfe9-904867195/?pid=7&refc=902992383,13tv.co.il,,Hebrew,,2025-11-27,9988.HK,"עלה ל - 55 מניין ההרוגים בשריפה בהונג קונג , יותר מ - 300 נעדרים"
20251127T111500Z,홍콩서 77년만에 최악 화재 참사 … 55명 사망 · 수백명 실종 ( 종합 ) ,https://www.fnnews.com/news/202511271904348275,fnnews.com,,Korean,,2025-11-27,9988.HK,홍콩서 77년만에 최악 화재 참사 … 55명 사망 · 수백명 실종 ( 종합 )
20251127T074500Z,Chinese AI : Tech companies training models overseas to bypass US chip restrictions,https://www.afr.com/world/asia/china-s-tech-giants-take-ai-model-training-offshore-to-tap-nvidia-chips-20251127-p5nj36,afr.com,,English,,2025-11-27,9988.HK,Chinese AI : Tech companies training models overseas to bypass US chip restrictions
20251127T063000Z,Reeves plots a dozen tax rises in attempt to repair Britain finances,https://finance.yahoo.com/news/reeves-plots-dozen-tax-rises-181647490.html,finance.yahoo.com,,English,,2025-11-27,9988.HK,Reeves plots a dozen tax rises in attempt to repair Britain finances
20251127T020000Z,Can China Continue on Its  Smart Authoritarian  Path ? ,https://foreignpolicy.com/2025/11/26/china-autocracy-smart-authoritarianism-growth-innovation/,foreignpolicy.com,,English,,2025-11-27,9988.HK,Can China Continue on Its  Smart Authoritarian  Path ?
20251227T220000Z,Saudi man courage in flood rescue sparks lasting friendship with China,http://www.iraqsun.com/news/278777490/saudi-man-courage-in-flood-rescue-sparks-lasting-friendship-with-china,iraqsun.com,,English,,2025-12-27,3690.HK,Saudi man courage in flood rescue sparks lasting friendship with China
20251227T210000Z,Saudi man courage in flood rescue sparks lasting friendship with China,http://www.shanghainews.net/news/278777490/saudi-man-courage-in-flood-rescue-sparks-lasting-friendship-with-china,shanghainews.net,,English,,2025-12-27,3690.HK,Saudi man courage in flood rescue sparks lasting friendship with China
20251227T204500Z,Saudi man courage in flood rescue sparks lasting friendship with China,http://www.chinanationalnews.com/news/278777490/saudi-man-courage-in-flood-rescue-sparks-lasting-friendship-with-china,chinanationalnews.com,,English,,2025-12-27,3690.HK,Saudi man courage in flood rescue sparks lasting friendship with China
20251227T183000Z,Saudi man courage in flood rescue sparks lasting friendship with China,http://www.arabherald.com/news/278777490/saudi-man-courage-in-flood-rescue-sparks-lasting-friendship-with-china,arabherald.com,,English,,2025-12-27,3690.HK,Saudi man courage in flood rescue sparks lasting friendship with China
20251227T180000Z,"China revises law to regulate drones , tighten safety rules",https://www.taipeitimes.com/News/front/archives/2025/12/28/2003849625,taipeitimes.com,,English,,2025-12-27,3690.HK,"China revises law to regulate drones , tighten safety rules"
20251227T173000Z,Saudi man courage in flood rescue sparks lasting friendship with China,http://www.singaporestar.com/news/278777490/saudi-man-courage-in-flood-rescue-sparks-lasting-friendship-with-china,singaporestar.com,,English,,2025-12-27,3690.HK,Saudi man courage in flood rescue sparks lasting friendship with China
20251227T171500Z,Saudi man courage in flood rescue sparks lasting friendship with China,http://www.bignewsnetwork.com/news/278777490/saudi-man-courage-in-flood-rescue-sparks-lasting-friendship-with-china,bignewsnetwork.com,,English,,2025-12-27,3690.HK,Saudi man courage in flood rescue sparks lasting friendship with China
20251227T131500Z,Across China : Saudi man courage in flood rescue sparks lasting friendship with China - Xinhua,https://english.news.cn/20251227/35ec248fe3134209a896a54753eb2b57/c.html,english.news.cn,,English,,2025-12-27,3690.HK,Across China : Saudi man courage in flood rescue sparks lasting friendship with China - Xinhua
20251223T180000Z,Hesai Partners With Meituan Keeta To Supply Lidar For Next - Gen Drones - Hesai Gr ( NASDAQ : HSAI ) ,https://www.benzinga.com/markets/tech/25/12/49567488/hesai-partners-with-meituans-keeta-to-supply-lidar-for-next-gen-drones,benzinga.com,,English,,2025-12-23,3690.HK,Hesai Partners With Meituan Keeta To Supply Lidar For Next - Gen Drones - Hesai Gr ( NASDAQ : HSAI )
20251223T151500Z,"Hesai to Supply Solid - State Lidars for Food Delivery Company Meituan Drone Delivery Brand , Keeta Drone",https://www.manilatimes.net/2025/12/23/tmt-newswire/pr-newswire/hesai-to-supply-solid-state-lidars-for-food-delivery-company-meituans-drone-delivery-brand-keeta-drone/2248889,manilatimes.net,,English,,2025-12-23,3690.HK,"Hesai to Supply Solid - State Lidars for Food Delivery Company Meituan Drone Delivery Brand , Keeta Drone"
20251223T151500Z,"Hesai to Supply Solid - State Lidars for Food Delivery Company Meituan Drone Delivery Brand , Keeta Drone",http://www.prnewswire.com/news-releases/hesai-to-supply-solid-state-lidars-for-food-delivery-company-meituans-drone-delivery-brand-keeta-drone-302648768.html,prnewswire.com,,English,,2025-12-23,3690.HK,"Hesai to Supply Solid - State Lidars for Food Delivery Company Meituan Drone Delivery Brand , Keeta Drone"
20251223T133000Z,Hesai secures mass - production LiDAR order from Meituan Drone as low - altitude logistics accelerates,https://autonews.gasgoo.com/icv/70039917.html,autonews.gasgoo.com,,English,,2025-12-23,3690.HK,Hesai secures mass - production LiDAR order from Meituan Drone as low - altitude logistics accelerates
20251222T173000Z,China New Year tourism surges as domestic consumption heats up,https://www.globaltimes.cn/page/202512/1351229.shtml,globaltimes.cn,,English,,2025-12-22,3690.HK,China New Year tourism surges as domestic consumption heats up
20251219T110000Z,Carlsberg boosts presence in China with restaurant guide tie - up,https://www.thedrinksbusiness.com/2025/12/carlsberg-boosts-presence-in-china-with-restaurant-guide-tie-up/,thedrinksbusiness.com,,English,,2025-12-19,3690.HK,Carlsberg boosts presence in China with restaurant guide tie - up
20251211T134500Z,Carlsberg Asia and Meituan Elevate Strategic Partnership with First - Time Black Pearl Collaboration,https://businessdayghana.com/carlsberg-asia-and-meituan-elevate-strategic-partnership-with-first-time-black-pearl-collaboration/,businessdayghana.com,,English,,2025-12-11,3690.HK,Carlsberg Asia and Meituan Elevate Strategic Partnership with First - Time Black Pearl Collaboration
20251210T154500Z,Snapmaker Raises Millions as Chinese Big Tech Investors Pile Into 3D Printing,https://www.tomshardware.com/3d-printing/snapmaker-raises-millions-as-chinese-big-tech-investors-pile-into-3d-printing,tomshardware.com,,English,,2025-12-10,3690.HK,Snapmaker Raises Millions as Chinese Big Tech Investors Pile Into 3D Printing
20251210T030000Z,Hong Kong stocks extend losses as Wall Street caution weighs on sentiment,https://www.scmp.com/business/china-business/article/3335827/hong-kong-stocks-extend-losses-wall-street-caution-weighs-sentiment,scmp.com,,English,,2025-12-10,3690.HK,Hong Kong stocks extend losses as Wall Street caution weighs on sentiment
20251209T060000Z,Crypto Exchange HashKey Eyes US$2 . 47 Billion Market Cap in Hong Kong IPO,https://www.marketscreener.com/news/crypto-exchange-hashkey-eyes-us-2-47-billion-market-cap-in-hong-kong-ipo-ce7d51d2da8bf425,marketscreener.com,,English,,2025-12-09,3690.HK,Crypto Exchange HashKey Eyes US$2 . 47 Billion Market Cap in Hong Kong IPO
20251209T043000Z,Crypto exchange HashKey seeks up to US$215 million from Hong Kong IPO,https://www.businesstimes.com.sg/companies-markets/crypto-exchange-hashkey-seeks-us215-million-hong-kong-ipo,businesstimes.com.sg,,English,,2025-12-09,3690.HK,Crypto exchange HashKey seeks up to US$215 million from Hong Kong IPO
20251208T030000Z,"Hong Kong stocks retreat as investors await China policy cues on tech , property",https://www.scmp.com/business/china-business/article/3335548/hong-kong-stocks-retreat-investors-await-china-policy-cues-tech-property,scmp.com,,English,,2025-12-08,3690.HK,"Hong Kong stocks retreat as investors await China policy cues on tech , property"
20251205T040000Z,Expats glimpse the future in Shenzhen - People Daily Online,http://en.people.cn/n3/2025/1205/c90000-20398725.html,en.people.cn,,English,,2025-12-05,3690.HK,Expats glimpse the future in Shenzhen - People Daily Online
20251204T100000Z,Expats glimpse the future in Shenzhen,https://www.sxdaily.com.cn/2025-12/04/content_11436763.html,sxdaily.com.cn,,English,,2025-12-04,3690.HK,Expats glimpse the future in Shenzhen
20251204T093000Z,Expats glimpse the future in Shenzhen - 南海网,https://www.hinews.cn/page?n=2780928&m=1&s=1044,hinews.cn,,English,,2025-12-04,3690.HK,Expats glimpse the future in Shenzhen - 南海网
20251202T043000Z,China silver economy : A growing solution to boost consumption,https://english.ckgsb.edu.cn/knowledge/article/chinas-silver-economy-a-growing-solution-to-boost-consumption/,english.ckgsb.edu.cn,,English,,2025-12-02,3690.HK,China silver economy : A growing solution to boost consumption
20251201T190000Z,China Market Update : Anti - Involution Comes To Battery Industry,https://www.forbes.com/sites/brendanahern/2025/12/01/china-market-update-anti-involution-comes-to-battery-industry/,forbes.com,,English,,2025-12-01,3690.HK,China Market Update : Anti - Involution Comes To Battery Industry
20251201T190000Z,FTSE 100 Live : London stocks retreat as Bitcoin tumbles,https://www.proactiveinvestors.co.uk/companies/news/1083463/ftse-100-live-london-stocks-retreat-as-bitcoin-tumbles-1083463.html,proactiveinvestors.co.uk,,English,,2025-12-01,3690.HK,FTSE 100 Live : London stocks retreat as Bitcoin tumbles
20251201T110000Z,Bitcoin Falls Below $87k as Global Risk Appetite Wanes,https://www.banklesstimes.com/articles/2025/12/01/bitcoin-falls-below-87k-as-global-risk-appetite-wanes/,banklesstimes.com,,English,,2025-12-01,3690.HK,Bitcoin Falls Below $87k as Global Risk Appetite Wanes
20251201T104500Z,"U . S . futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel",https://japantoday.com/category/business/us-futures-slip-and-asian-stocks-are-mixed-while-oil-prices-surge-more-than-1-a-barrel,japantoday.com,,English,,2025-12-01,3690.HK,"U . S . futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel"
20251201T093000Z,Robust governance and innovation are key to unlocking the full potential of low - altitude logistics -- Beijing Review,http://www.bjreview.com/China/202512/t20251201_800424471.html,bjreview.com,,English,,2025-12-01,3690.HK,Robust governance and innovation are key to unlocking the full potential of low - altitude logistics -- Beijing Review
20251201T093000Z,"US futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel",https://finance.yahoo.com/news/us-futures-slip-asian-stocks-050654089.html,finance.yahoo.com,,English,,2025-12-01,3690.HK,"US futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel"
20251201T093000Z,"US futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel",https://www.leadertelegram.com/news/world/us-futures-slip-and-asian-stocks-are-mixed-while-oil-prices-surge-more-than-1/article_f5b73577-db0c-56b1-8ba4-797e797c5b5b.html,leadertelegram.com,,English,,2025-12-01,3690.HK,"US futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel"
20251201T091500Z,"US futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel – Winnipeg Free Press",https://www.winnipegfreepress.com/business/2025/12/01/us-futures-slip-and-asian-stocks-are-mixed-while-oil-prices-surge-more-than-1-a-barrel,winnipegfreepress.com,,English,,2025-12-01,3690.HK,"US futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel – Winnipeg Free Press"
20251201T091500Z,"US futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel",https://www.wsls.com/business/2025/12/01/us-futures-slip-and-asian-stocks-are-mixed-while-oil-prices-surge-more-than-1-a-barrel/,wsls.com,,English,,2025-12-01,3690.HK,"US futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel"
20251201T091500Z,"US futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel",https://www.idahopress.com/news/world/us-futures-slip-and-asian-stocks-are-mixed-while-oil-prices-surge-more-than-1/article_85433f03-ee99-5a29-990a-1209206ed33b.html,idahopress.com,,English,,2025-12-01,3690.HK,"US futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel"
20251201T090000Z,"US futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel",https://www.kob.com/ap-top-news/us-futures-slip-and-asian-stocks-are-mixed-while-oil-prices-surge-more-than-1-a-barrel/,kob.com,,English,,2025-12-01,3690.HK,"US futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel"
20251201T090000Z,"US futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel",https://mymotherlode.com/news/national/10248494/us-futures-slip-and-asian-stocks-are-mixed-while-oil-prices-surge-more-than-1-a-barrel.html,mymotherlode.com,,English,,2025-12-01,3690.HK,"US futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel"
20251201T073000Z,"US futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel",https://www.journal-news.com/news/nation-world/us-futures-slip-and-asian-stocks-are-mixed-while-oil-prices-surge-more-than-1-a-barrel/2HT7A3OMSJJS5CIWWLUORLWIII/,journal-news.com,,English,,2025-12-01,3690.HK,"US futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel"
20251201T071500Z,"US futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel",https://isp.netscape.com/pf/story/0001/20251201/0aa282f748415283dceb569216c78a8d,isp.netscape.com,,English,,2025-12-01,3690.HK,"US futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel"
20251201T063000Z,"US futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel",https://www.messenger-inquirer.com/ap/ap_international_news/us-futures-slip-and-asian-stocks-are-mixed-while-oil-prices-surge-more-than-1/article_a20bcdde-21c5-5515-bd4f-34e78c7574c4.html,messenger-inquirer.com,,English,,2025-12-01,3690.HK,"US futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel"
20251201T060000Z,"US futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel",https://accesswdun.com/ap_article/us-futures-slip-and-asian-stocks-are-mixed-while-oil-prices-surge-more-than-1-a-barrel,accesswdun.com,,English,,2025-12-01,3690.HK,"US futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel"
20251201T060000Z,"US futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel",https://www.yoursourceone.com/news/national_news/us-futures-slip-and-asian-stocks-are-mixed-while-oil-prices-surge-more-than-1/article_54cefe1c-23f2-56a8-9e0b-16964e81ba87.html,yoursourceone.com,,English,,2025-12-01,3690.HK,"US futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel"
20251201T060000Z,"US futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel",https://www.clickondetroit.com/business/2025/12/01/us-futures-slip-and-asian-stocks-are-mixed-while-oil-prices-surge-more-than-1-a-barrel/,clickondetroit.com,,English,,2025-12-01,3690.HK,"US futures slip and Asian stocks are mixed , while oil prices surge more than $1 a barrel"
20251130T043000Z,Qiming Venture Partners Donates HK$3 Million to Tai Po Wang Fuk Court Aid Fund for Post - Fire Recovery,https://www.itnewsonline.com/PRNewswire/Qiming-Venture-Partners-Donates-HKUSD3-Million-to-Tai-Po-Wang-Fuk-Court-Aid-Fund-for-Post-Fire-Recovery/1097570,itnewsonline.com,,English,,2025-11-30,3690.HK,Qiming Venture Partners Donates HK$3 Million to Tai Po Wang Fuk Court Aid Fund for Post - Fire Recovery
20251130T041500Z,Qiming Venture Partners Donates HK$3 Million to Tai Po Wang Fuk Court Aid Fund for Post - Fire Recovery,https://www.finanznachrichten.de/nachrichten-2025-11/67105023-qiming-venture-partners-donates-hk-dollar-3-million-to-tai-po-wang-fuk-court-aid-fund-for-post-fire-recovery-008.htm,finanznachrichten.de,,English,,2025-11-30,3690.HK,Qiming Venture Partners Donates HK$3 Million to Tai Po Wang Fuk Court Aid Fund for Post - Fire Recovery
20251130T020000Z,Qiming Venture Partners Donates HK$3 Million to Tai Po Wang Fuk Court Aid Fund for Post - Fire Recovery,https://www.prnewswire.com/news-releases/qiming-venture-partners-donates-hk3-million-to-tai-po-wang-fuk-court-aid-fund-for-post-fire-recovery-302628526.html,prnewswire.com,,English,,2025-11-30,3690.HK,Qiming Venture Partners Donates HK$3 Million to Tai Po Wang Fuk Court Aid Fund for Post - Fire Recovery
20251130T020000Z,Qiming Venture Partners Donates HK$3 Million to Tai Po Wang Fuk Court Aid Fund for Post - Fire Recovery,https://www.thailand-business-news.com/pr-news/qiming-venture-partners-donates-hk3-million-to-tai-po-wang-fuk-court-aid-fund-for-post-fire-recovery,thailand-business-news.com,,English,,2025-11-30,3690.HK,Qiming Venture Partners Donates HK$3 Million to Tai Po Wang Fuk Court Aid Fund for Post - Fire Recovery
20251130T001500Z,Qiming Venture Partners Donates HK$3 Million to Tai Po Wang Fuk Court Aid Fund for Post - Fire Recovery,https://portal.sina.com.hk/finance/finance-prnewswire/prnasia/2025/11/30/1393584/qiming-venture-partners-donates-hk3-million-to-tai-po-wang-fuk-court-aid-fund-for-post-fire-recovery/,portal.sina.com.hk,,English,,2025-11-30,3690.HK,Qiming Venture Partners Donates HK$3 Million to Tai Po Wang Fuk Court Aid Fund for Post - Fire Recovery
20251130T001500Z,Qiming Venture Partners Donates HK$3 Million to Tai Po Wang Fuk Court Aid Fund for Post - Fire Recovery,https://www.itnewsonline.com/PRNewswire/Qiming-Venture-Partners-Donates-HKUSD3-Million-to-Tai-Po-Wang-Fuk-Court-Aid-Fund-for-Post-Fire-Recovery/1097569,itnewsonline.com,,English,,2025-11-30,3690.HK,Qiming Venture Partners Donates HK$3 Million to Tai Po Wang Fuk Court Aid Fund for Post - Fire Recovery
20251130T000000Z,Qiming Venture Partners Donates HK$3 Million to Tai Po Wang Fuk Court Aid Fund for Post - Fire Recovery,https://www.manilatimes.net/2025/11/30/tmt-newswire/pr-newswire/qiming-venture-partners-donates-hk3-million-to-tai-po-wang-fuk-court-aid-fund-for-post-fire-recovery/2233729,manilatimes.net,,English,,2025-11-30,3690.HK,Qiming Venture Partners Donates HK$3 Million to Tai Po Wang Fuk Court Aid Fund for Post - Fire Recovery
20251129T124500Z,"Delivery Hero Investors Said to Push for Sale , Divestments",https://finance.yahoo.com/news/delivery-hero-investors-said-push-082245746.html,finance.yahoo.com,,English,,2025-11-29,3690.HK,"Delivery Hero Investors Said to Push for Sale , Divestments"
20251128T024500Z,Hong Kong stocks end 4 - day streak as investors move on from rate - cut expectations,https://www.scmp.com/business/china-business/article/3334444/hong-kong-stocks-end-4-day-streak-investors-move-rate-cut-expectations,scmp.com,,English,,2025-11-28,3690.HK,Hong Kong stocks end 4 - day streak as investors move on from rate - cut expectations
20251126T040000Z,Hong Kong stocks head for longest rising streak in 2 weeks,https://www.scmp.com/business/china-business/article/3334163/hong-kong-stocks-head-longest-rising-streak-2-weeks-us-rate-cut-optimism,scmp.com,,English,,2025-11-26,3690.HK,Hong Kong stocks head for longest rising streak in 2 weeks
20251126T030000Z,"Hang Seng May Break Resistance At 26 , 000 Points",https://www.rttnews.com/3598620/hang-seng-may-break-resistance-at-26000-points.aspx,rttnews.com,,English,,2025-11-26,3690.HK,"Hang Seng May Break Resistance At 26 , 000 Points"
20251126T021500Z,"AGTech Announces Interim Results For The Six Months Ended September 30 , 2025",https://www.finanzen.ch/nachrichten/aktien/agtech-announces-interim-results-for-the-six-months-ended-september-30-2025-1035595523,finanzen.ch,,English,,2025-11-26,3690.HK,"AGTech Announces Interim Results For The Six Months Ended September 30 , 2025"
20251126T021500Z,"Hang Seng May Break Resistance At 26 , 000 Points",https://www.finanzen.ch/nachrichten/aktien/hang-seng-may-break-resistance-at-26-000-points-1035595503,finanzen.ch,,English,,2025-11-26,3690.HK,"Hang Seng May Break Resistance At 26 , 000 Points"
20251125T131500Z,"Alibaba posts stronger revenue amid AI , quick delivery push",https://www.sharecast.com/news/international-companies/alibaba-posts-stronger-revenue-amid-ai-quick-delivery-push--21283744.html,sharecast.com,,English,,2025-11-25,3690.HK,"Alibaba posts stronger revenue amid AI , quick delivery push"
20251125T044500Z,Hang Seng Tipped To Open To The Upside On Tuesday,https://www.rttnews.com/story.aspx?Id=3598191,rttnews.com,,English,,2025-11-25,3690.HK,Hang Seng Tipped To Open To The Upside On Tuesday
20251124T081500Z,Low - altitude logistics takes off in China - People Daily Online,http://en.people.cn/n3/2025/1124/c90000-20394142.html,en.people.cn,,English,,2025-11-24,3690.HK,Low - altitude logistics takes off in China - People Daily Online
20251124T053000Z,Hong Kong Shares Tipped To Open In The Green,https://www.rttnews.com/story.aspx?Id=3597831,rttnews.com,,English,,2025-11-24,3690.HK,Hong Kong Shares Tipped To Open In The Green
20251124T034500Z,YEAHKA Announces Q3 2025 Performance : Overseas Business GPV Increased 50 % Quarter - on - Quarter,https://www.itnewsonline.com/PRNewswire/YEAHKA-Announces-Q3-2025-Performance-Overseas-Business-GPV-Increased-50Percent-Quarter-on-Quarter/1096559,itnewsonline.com,,English,,2025-11-24,3690.HK,YEAHKA Announces Q3 2025 Performance : Overseas Business GPV Increased 50 % Quarter - on - Quarter
20251124T031500Z,"Hong Kong stocks rebound as investors gear up for Alibaba earnings , US data",https://www.scmp.com/business/china-business/article/3333878/hong-kong-stocks-rebound-investors-gear-alibaba-earnings-us-data,scmp.com,,English,,2025-11-24,3690.HK,"Hong Kong stocks rebound as investors gear up for Alibaba earnings , US data"
20251124T014500Z,US tech stocks fall 3 % sparking Asian market selloff | Market Navigator,https://www.ig.com/en/news-and-trade-ideas/weekly-market-navigator--24-nov-2025-251124,ig.com,,English,,2025-11-24,3690.HK,US tech stocks fall 3 % sparking Asian market selloff | Market Navigator
